item_id,transaction_id,sequence,sku,product_name,quantity,unit_price,subtotal,discount_applied,is_void,error_type
TRX-20260901-000005-010,TRX-20260901-000005,10,SKU-5004,Pembersih Lantai Super Pell 770ml,1,14500.0,14500.0,0.0,False,NONE
TRX-20260901-000005-011,TRX-20260901-000005,11,SKU-1010,Sedaap Mie Goreng 90g,1,3400.0,3400.0,0.0,False,NONE
TRX-20260901-000005-012,TRX-20260901-000005,12,SKU-5002,Pewangi Pakaian Molto All in 1 720ml,3,24000.0,72000.0,0.0,False,NONE
TRX-20260901-000005-013,TRX-20260901-000005,13,SKU-1007,Saus Sambal ABC 335ml,3,17500.0,52500.0,0.0,False,NONE
TRX-20260901-000005-014,TRX-20260901-000005,14,SKU-4003,Pasta Gigi Pepsodent 190g,3,17000.0,51000.0,0.0,False,NONE
TRX-20260901-000005-015,TRX-20260901-000005,15,SKU-4001,Sabun Mandi Lifebuoy Total 10 450ml,2,27500.0,55000.0,0.0,False,NONE
TRX-20260901-000005-016,TRX-20260901-000005,16,SKU-1002,Minyak Goreng Bimoli 2L,1,37500.0,37500.0,0.0,False,NONE
TRX-20260901-000005-017,TRX-20260901-000005,17,SKU-1006,Kecap Manis Bango 520ml,3,25500.0,76500.0,0.0,False,NONE
TRX-20260901-000006-001,TRX-20260901-000006,1,SKU-1007,Saus Sambal ABC 335ml,5,17500.0,87500.0,0.0,False,NONE
TRX-20260901-000006-002,TRX-20260901-000006,2,SKU-1011,Sarden ABC Saus Tomat 155g,2,12000.0,24000.0,0.0,False,NONE
TRX-20260901-000006-003,TRX-20260901-000006,3,SKU-1008,Indomie Goreng Spesial 85g,2,3500.0,7000.0,0.0,False,NONE
TRX-20260901-000006-004,TRX-20260901-000006,4,SKU-5106,UNKNOWN PRODUCT,3,21000.0,63000.0,0.0,False,TYPO_SKU
TRX-20260901-000006-005,TRX-20260901-000006,5,SKU-4002,Shampoo Sunsilk Black Shine 160ml,1,26000.0,26000.0,0.0,False,NONE
TRX-20260901-000006-006,TRX-20260901-000006,6,SKU-4003,Pasta Gigi Pepsodent 190g,2,17000.0,34000.0,0.0,False,NONE
TRX-20260901-000006-007,TRX-20260901-000006,7,SKU-1002,Minyak Goreng Bimoli 2L,2,37500.0,75000.0,0.0,False,NONE
TRX-20260901-000006-008,TRX-20260901-000006,8,SKU-4003,Pasta Gigi Pepsodent 190g,1,17000.0,17000.0,0.0,False,NONE
TRX-20260901-000006-009,TRX-20260901-000006,9,SKU-4004,Sikat Gigi Formula Double Action 3s,2,15500.0,31000.0,0.0,False,NONE
TRX-20260901-000006-010,TRX-20260901-000006,10,SKU-5003,Sabun Cuci Piring Sunlight 650ml,2,15500.0,31000.0,0.0,False,NONE
TRX-20260901-000006-011,TRX-20260901-000006,11,SKU-4004,Sikat Gigi Formula Double Action 3s,2,15500.0,31000.0,0.0,False,NONE
TRX-20260901-000006-012,TRX-20260901-000006,12,SKU-5001,Deterjen Rinso Anti Noda 770g,1,23000.0,23000.0,0.0,False,NONE
TRX-20260901-000006-013,TRX-20260901-000006,13,SKU-1010,Sedaap Mie Goreng 90g,1,3400.0,3400.0,0.0,False,NONE
TRX-20260901-000006-014,TRX-20260901-000006,14,SKU-1006,Kecap Manis Bango 520ml,1,25500.0,25500.0,0.0,False,NONE
TRX-20260901-000006-015,TRX-20260901-000006,15,SKU-4007,Minyak Telon My Baby 90ml,1,28000.0,28000.0,0.0,False,NONE
TRX-20260901-000006-016,TRX-20260901-000006,16,SKU-4001,Sabun Mandi Lifebuoy Total 10 450ml,2,27500.0,55000.0,0.0,False,NONE
TRX-20260901-000006-017,TRX-20260901-000006,17,SKU-1009,Indomie Kuah Ayam Bawang 69g,3,3400.0,10200.0,0.0,False,NONE
TRX-20260901-000006-018,TRX-20260901-000006,18,SKU-1003,Gula Pasir Gulaku 1kg,2,17500.0,35000.0,0.0,False,NONE
TRX-20260901-000006-019,TRX-20260901-000006,19,SKU-5002,Pewangi Pakaian Molto All in 1 720ml,1,24000.0,24000.0,0.0,False,NONE
TRX-20260901-000007-001,TRX-20260901-000007,1,SKU-2008,Sari Roti Sobek Cokelat,1,19500.0,19500.0,0.0,False,NONE
TRX-20260901-000008-001,TRX-20260901-000008,1,SKU-2005,Keju Kraft Cheddar 165g,1,24000.0,24000.0,0.0,False,NONE
TRX-20260901-000009-001,TRX-20260901-000009,1,SKU-3003,Teh Pucuk Harum 350ml,1,4500.0,4500.0,0.0,False,NONE
TRX-20260901-000009-002,TRX-20260901-000009,2,SKU-3004,Kopi Kapal Api Spesial Mix 10s,1,15500.0,15500.0,0.0,False,NONE
TRX-20260901-000010-001,TRX-20260901-000010,1,SKU-1011,Sarden ABC Saus Tomat 155g,1,12000.0,12000.0,0.0,False,NONE
TRX-20260901-000010-002,TRX-20260901-000010,2,SKU-2004,Yakult Pack isi 5,1,11500.0,11500.0,0.0,False,NONE
TRX-20260901-000010-003,TRX-20260901-000010,3,SKU-3008,Taro Net Seaweed 65g,1,9800.0,9800.0,0.0,False,NONE
TRX-20260901-000010-004,TRX-20260901-000010,4,SKU-1007,Saus Sambal ABC 335ml,1,17500.0,17500.0,0.0,False,NONE
TRX-20260901-000010-005,TRX-20260901-000010,5,SKU-3002,Air Mineral Le Minerale 600ml,2,3800.0,7600.0,0.0,False,NONE
TRX-20260901-000011-001,TRX-20260901-000011,1,SKU-2008,Sari Roti Sobek Cokelat,1,19500.0,19500.0,0.0,False,NONE
TRX-20260901-000012-001,TRX-20260901-000012,1,SKU-2004,Yakult Pack isi 5,2,11500.0,23000.0,0.0,False,NONE
TRX-20260901-000012-002,TRX-20260901-000012,2,SKU-3002,Air Mineral Le Minerale 600ml,2,3800.0,7600.0,0.0,False,NONE
TRX-20260901-000012-003,TRX-20260901-000012,3,SKU-1009,Indomie Kuah Ayam Bawang 69g,2,3400.0,6800.0,0.0,False,NONE
TRX-20260901-000012-004,TRX-20260901-000012,4,SKU-5003,Sabun Cuci Piring Sunlight 650ml,2,15500.0,31000.0,0.0,False,NONE
TRX-20260901-000012-005,TRX-20260901-000012,5,SKU-3008,Taro Net Seaweed 65g,2,9800.0,19600.0,0.0,False,NONE
TRX-20260901-000012-006,TRX-20260901-000012,6,SKU-1011,Sarden ABC Saus Tomat 155g,1,12000.0,12000.0,0.0,False,NONE
TRX-20260901-000012-007,TRX-20260901-000012,7,SKU-1010,Sedaap Mie Goreng 90g,2,3400.0,6800.0,0.0,False,NONE
TRX-20260901-000012-008,TRX-20260901-000012,8,SKU-3003,Teh Pucuk Harum 350ml,2,4500.0,9000.0,0.0,True,VOID_ITEM
TRX-20260901-000012-009,TRX-20260901-000012,9,SKU-5004,Pembersih Lantai Super Pell 770ml,1,14500.0,14500.0,0.0,False,NONE
TRX-20260901-000013-001,TRX-20260901-000013,1,SKU-5001,Deterjen Rinso Anti Noda 770g,3,23000.0,69000.0,0.0,False,NONE
TRX-20260901-000013-002,TRX-20260901-000013,2,SKU-1003,Gula Pasir Gulaku 1kg,2,17500.0,35000.0,0.0,False,NONE
TRX-20260901-000013-003,TRX-20260901-000013,3,SKU-1001,Beras Pandan Wangi 5kg,5,78500.0,392500.0,0.0,False,NONE
TRX-20260901-000013-004,TRX-20260901-000013,4,SKU-1005,Garam Dapur Cap Kapal 250g,1,5000.0,5000.0,0.0,False,NONE
TRX-20260901-000013-005,TRX-20260901-000013,5,SKU-1006,Kecap Manis Bango 520ml,1,25500.0,25500.0,0.0,False,NONE
TRX-20260901-000013-006,TRX-20260901-000013,6,SKU-1009,Indomie Kuah Ayam Bawang 69g,2,3400.0,6800.0,0.0,False,NONE
TRX-20260901-000013-007,TRX-20260901-000013,7,SKU-1002,Minyak Goreng Bimoli 2L,2,37500.0,75000.0,0.0,False,NONE
TRX-20260901-000013-008,TRX-20260901-000013,8,SKU-1004,Tepung Terigu Segitiga Biru 1kg,2,13500.0,27000.0,0.0,False,NONE
TRX-20260901-000013-009,TRX-20260901-000013,9,SKU-4004,Sikat Gigi Formula Double Action 3s,1,15500.0,15500.0,0.0,False,NONE
TRX-20260901-000013-010,TRX-20260901-000013,10,SKU-1004,Tepung Terigu Segitiga Biru 1kg,3,13500.0,40500.0,0.0,False,NONE
TRX-20260901-000013-011,TRX-20260901-000013,11,SKU-5006,Baterai ABC Alkaline AA 4s,2,21000.0,42000.0,0.0,False,NONE
TRX-20260901-000014-001,TRX-20260901-000014,1,SKU-3001,Air Mineral Aqua 600ml,2,4000.0,8000.0,0.0,False,NONE
TRX-20260901-000014-002,TRX-20260901-000014,2,SKU-2004,Yakult Pack isi 5,1,11500.0,11500.0,0.0,False,NONE
TRX-20260901-000014-003,TRX-20260901-000014,3,SKU-3008,Taro Net Seaweed 65g,1,9800.0,9800.0,0.0,False,NONE
TRX-20260901-000014-004,TRX-20260901-000014,4,SKU-3003,Teh Pucuk Harum 350ml,2,4500.0,9000.0,0.0,False,NONE
TRX-20260901-000015-001,TRX-20260901-000015,1,SKU-3002,Air Mineral Le Minerale 600ml,1,3800.0,3800.0,0.0,False,NONE
TRX-20260901-000016-001,TRX-20260901-000016,1,SKU-3003,Teh Pucuk Harum 350ml,1,4500.0,4500.0,0.0,False,NONE
TRX-20260901-000017-001,TRX-20260901-000017,1,SKU-3009,Oreo Original Roll 133g,1,11000.0,11000.0,0.0,False,NONE
TRX-20260901-000017-002,TRX-20260901-000017,2,SKU-2006,Mentega Blue Band 200g,1,12500.0,12500.0,0.0,False,NONE
TRX-20260901-000018-001,TRX-20260901-000018,1,SKU-3009,Oreo Original Roll 133g,1,11000.0,11000.0,0.0,False,NONE
TRX-20260901-000018-002,TRX-20260901-000018,2,SKU-1009,Indomie Kuah Ayam Bawang 69g,1,3400.0,3400.0,0.0,False,NONE
TRX-20260901-000018-003,TRX-20260901-000018,3,SKU-3006,Coca Cola 390ml,1,7500.0,7500.0,0.0,False,NONE
TRX-20260901-000018-004,TRX-20260901-000018,4,SKU-1008,Indomie Goreng Spesial 85g,1,3500.0,3500.0,0.0,False,NONE
TRX-20260901-000018-005,TRX-20260901-000018,5,SKU-3003,Teh Pucuk Harum 350ml,1,4500.0,4500.0,0.0,False,NONE
TRX-20260901-000018-006,TRX-20260901-000018,6,SKU-3004,Kopi Kapal Api Spesial Mix 10s,2,15500.0,31000.0,0.0,False,NONE
TRX-20260901-000018-007,TRX-20260901-000018,7,SKU-1004,Tepung Terigu Segitiga Biru 1kg,1,13500.0,13500.0,0.0,False,NONE
TRX-20260901-000018-008,TRX-20260901-000018,8,SKU-3007,Chitato Sapi Panggang 68g,2,12500.0,25000.0,0.0,False,NONE
TRX-20260901-000019-001,TRX-20260901-000019,1,SKU-3005,Good Day Moccacino 250ml,1,8000.0,8000.0,0.0,False,NONE
TRX-20260901-000019-002,TRX-20260901-000019,2,SKU-1004,Tepung Terigu Segitiga Biru 1kg,2,13500.0,27000.0,0.0,False,NONE
TRX-20260901-000019-003,TRX-20260901-000019,3,SKU-2004,Yakult Pack isi 5,1,11500.0,11500.0,0.0,False,NONE
TRX-20260901-000019-004,TRX-20260901-000019,4,SKU-1008,Indomie Goreng Spesial 85g,2,3500.0,7000.0,0.0,False,NONE
TRX-20260901-000019-005,TRX-20260901-000019,5,SKU-5003,Sabun Cuci Piring Sunlight 650ml,2,15500.0,31000.0,0.0,False,NONE
TRX-20260901-000019-006,TRX-20260901-000019,6,SKU-4004,Sikat Gigi Formula Double Action 3s,2,15500.0,31000.0,0.0,False,NONE
TRX-20260901-000019-007,TRX-20260901-000019,7,SKU-3003,Teh Pucuk Harum 350ml,2,4500.0,9000.0,0.0,False,NONE
TRX-20260901-000020-001,TRX-20260901-000020,1,SKU-2003,Susu Ultra Milk Cokelat 1L,1,21500.0,21500.0,0.0,False,NONE
TRX-20260901-000020-002,TRX-20260901-000020,2,SKU-3007,Chitato Sapi Panggang 68g,1,12500.0,12500.0,0.0,False,NONE
TRX-20260901-000021-001,TRX-20260901-000021,1,SKU-3009,Oreo Original Roll 133g,1,11000.0,11000.0,0.0,False,NONE
TRX-20260901-000021-002,TRX-20260901-000021,2,SKU-2006,Mentega Blue Band 200g,1,12500.0,12500.0,0.0,False,NONE
TRX-20260901-000021-003,TRX-20260901-000021,3,SKU-1011,Sarden ABC Saus Tomat 155g,2,12000.0,24000.0,0.0,False,NONE
TRX-20260901-000021-004,TRX-20260901-000021,4,SKU-1010,Sedaap Mie Goreng 90g,2,3400.0,6800.0,0.0,False,NONE
TRX-20260901-000021-005,TRX-20260901-000021,5,SKU-2004,Yakult Pack isi 5,1,11500.0,11500.0,0.0,False,NONE
TRX-20260901-000022-001,TRX-20260901-000022,1,SKU-3002,Air Mineral Le Minerale 600ml,1,3800.0,3800.0,0.0,False,NONE
TRX-20260901-000022-002,TRX-20260901-000022,2,SKU-1012,Kornet Sapi Pronas 198g,1,26000.0,26000.0,0.0,False,NONE
TRX-20260901-000022-003,TRX-20260901-000022,3,SKU-1004,Tepung Terigu Segitiga Biru 1kg,1,13500.0,13500.0,0.0,False,NONE
TRX-20260901-000022-004,TRX-20260901-000022,4,SKU-5002,Pewangi Pakaian Molto All in 1 720ml,1,24000.0,24000.0,0.0,False,NONE
TRX-20260901-000022-005,TRX-20260901-000022,5,SKU-1005,Garam Dapur Cap Kapal 250g,1,5000.0,5000.0,0.0,False,NONE
TRX-20260901-000022-006,TRX-20260901-000022,6,SKU-3008,Taro Net Seaweed 65g,2,9800.0,19600.0,0.0,False,NONE
TRX-20260901-000023-001,TRX-20260901-000023,1,SKU-2001,Telur Ayam Negeri 1kg,1,31000.0,31000.0,0.0,False,NONE
TRX-20260901-000023-002,TRX-20260901-000023,2,SKU-3004,Kopi Kapal Api Spesial Mix 10s,1,15500.0,15500.0,0.0,False,NONE
TRX-20260901-000023-003,TRX-20260901-000023,3,SKU-3001,Air Mineral Aqua 600ml,1,4000.0,4000.0,0.0,False,NONE
TRX-20260901-000024-001,TRX-20260901-000024,1,SKU-3006,Coca Cola 390ml,1,7500.0,7500.0,0.0,False,NONE
TRX-20260901-000025-001,TRX-20260901-000025,1,SKU-3002,Air Mineral Le Minerale 600ml,2,3800.0,7600.0,0.0,False,NONE
TRX-20260901-000025-002,TRX-20260901-000025,2,SKU-2006,Mentega Blue Band 200g,1,12500.0,12500.0,0.0,False,NONE
TRX-20260901-000025-003,TRX-20260901-000025,3,SKU-1005,Garam Dapur Cap Kapal 250g,1,5000.0,5000.0,0.0,False,NONE
TRX-20260901-000025-004,TRX-20260901-000025,4,SKU-1008,Indomie Goreng Spesial 85g,2,3500.0,7000.0,0.0,False,NONE
TRX-20260901-000025-005,TRX-20260901-000025,5,SKU-3005,Good Day Moccacino 250ml,2,8000.0,16000.0,0.0,False,NONE
TRX-20260901-000025-006,TRX-20260901-000025,6,SKU-3006,Coca Cola 390ml,1,7500.0,7500.0,0.0,False,NONE
TRX-20260901-000025-007,TRX-20260901-000025,7,SKU-1009,Indomie Kuah Ayam Bawang 69g,2,3400.0,6800.0,0.0,False,NONE
TRX-20260901-000026-001,TRX-20260901-000026,1,SKU-1006,Kecap Manis Bango 520ml,1,25500.0,25500.0,0.0,False,NONE
TRX-20260901-000026-002,TRX-20260901-000026,2,SKU-4006,Paseo Facial Tissue 250 Sheets,2,16500.0,33000.0,0.0,False,NONE
TRX-20260901-000026-003,TRX-20260901-000026,3,SKU-4002,Shampoo Sunsilk Black Shine 160ml,3,26000.0,78000.0,0.0,False,NONE
TRX-20260901-000026-004,TRX-20260901-000026,4,SKU-4003,Pasta Gigi Pepsodent 190g,2,17000.0,34000.0,0.0,False,NONE
TRX-20260901-000026-005,TRX-20260901-000026,5,SKU-1008,Indomie Goreng Spesial 85g,2,3500.0,7000.0,0.0,False,NONE
TRX-20260901-000026-006,TRX-20260901-000026,6,SKU-2001,Telur Ayam Negeri 1kg,1,31000.0,31000.0,0.0,False,NONE
TRX-20260901-000026-007,TRX-20260901-000026,7,SKU-1005,Garam Dapur Cap Kapal 250g,1,5000.0,5000.0,0.0,False,NONE
TRX-20260901-000026-008,TRX-20260901-000026,8,SKU-1010,Sedaap Mie Goreng 90g,2,3400.0,6800.0,0.0,False,NONE
TRX-20260901-000026-009,TRX-20260901-000026,9,SKU-5003,Sabun Cuci Piring Sunlight 650ml,2,15500.0,31000.0,0.0,False,NONE
TRX-20260901-000026-010,TRX-20260901-000026,10,SKU-5004,Pembersih Lantai Super Pell 770ml,1,14500.0,14500.0,0.0,False,NONE
TRX-20260901-000026-011,TRX-20260901-000026,11,SKU-5002,Pewangi Pakaian Molto All in 1 720ml,2,24000.0,48000.0,0.0,False,NONE
TRX-20260901-000026-012,TRX-20260901-000026,12,SKU-5004,Pembersih Lantai Super Pell 770ml,2,14500.0,29000.0,0.0,False,NONE
TRX-20260901-000026-013,TRX-20260901-000026,13,SKU-4001,Sabun Mandi Lifebuoy Total 10 450ml,1,27500.0,27500.0,0.0,False,NONE
TRX-20260901-000026-014,TRX-20260901-000026,14,SKU-1002,Minyak Goreng Bimoli 2L,1,37500.0,37500.0,0.0,False,NONE
TRX-20260901-000026-015,TRX-20260901-000026,15,SKU-1001,Beras Pandan Wangi 5kg,2,78500.0,157000.0,0.0,False,NONE
TRX-20260901-000026-016,TRX-20260901-000026,16,SKU-1001,Beras Pandan Wangi 5kg,1,78500.0,78500.0,0.0,False,NONE
TRX-20260901-000026-017,TRX-20260901-000026,17,SKU-1003,Gula Pasir Gulaku 1kg,2,17500.0,35000.0,0.0,False,NONE
TRX-20260901-000026-018,TRX-20260901-000026,18,SKU-5001,Deterjen Rinso Anti Noda 770g,3,23000.0,69000.0,0.0,False,NONE
TRX-20260901-000026-019,TRX-20260901-000026,19,SKU-1004,Tepung Terigu Segitiga Biru 1kg,1,13500.0,13500.0,0.0,False,NONE
TRX-20260901-000026-020,TRX-20260901-000026,20,SKU-1012,Kornet Sapi Pronas 198g,1,26000.0,26000.0,0.0,False,NONE
TRX-20260901-000027-001,TRX-20260901-000027,1,SKU-3007,Chitato Sapi Panggang 68g,1,12500.0,12500.0,0.0,False,NONE
TRX-20260901-000027-002,TRX-20260901-000027,2,SKU-3008,Taro Net Seaweed 65g,1,9800.0,9800.0,0.0,False,NONE
TRX-20260901-000027-003,TRX-20260901-000027,3,SKU-2004,Yakult Pack isi 5,1,11500.0,11500.0,0.0,False,NONE
TRX-20260901-000027-004,TRX-20260901-000027,4,SKU-1004,Tepung Terigu Segitiga Biru 1kg,1,13500.0,13500.0,0.0,False,NONE
TRX-20260901-000027-005,TRX-20260901-000027,5,SKU-4004,Sikat Gigi Formula Double Action 3s,1,15500.0,15500.0,0.0,False,NONE
TRX-20260901-000027-006,TRX-20260901-000027,6,SKU-3009,Oreo Original Roll 133g,2,11000.0,22000.0,0.0,False,NONE
TRX-20260901-000027-007,TRX-20260901-000027,7,SKU-3008,Taro Net Seaweed 65g,2,9800.0,19600.0,0.0,False,NONE
TRX-20260901-000027-008,TRX-20260901-000027,8,SKU-3004,Kopi Kapal Api Spesial Mix 10s,1,15500.0,15500.0,0.0,False,NONE
TRX-20260901-000028-001,TRX-20260901-000028,1,SKU-2005,Keju Kraft Cheddar 165g,1,24000.0,24000.0,0.0,False,NONE
TRX-20260901-000028-002,TRX-20260901-000028,2,SKU-2007,Sari Roti Tawar Spesial,1,16500.0,16500.0,0.0,False,NONE
TRX-20260901-000028-003,TRX-20260901-000028,3,SKU-2004,Yakult Pack isi 5,1,11500.0,11500.0,0.0,False,NONE
TRX-20260901-000029-001,TRX-20260901-000029,1,SKU-2005,Keju Kraft Cheddar 165g,1,24000.0,24000.0,0.0,False,NONE
TRX-20260901-000030-001,TRX-20260901-000030,1,SKU-4002,Shampoo Sunsilk Black Shine 160ml,2,26000.0,52000.0,0.0,False,NONE
TRX-20260901-000030-002,TRX-20260901-000030,2,SKU-1005,Garam Dapur Cap Kapal 250g,1,5000.0,5000.0,0.0,False,NONE
TRX-20260901-000030-003,TRX-20260901-000030,3,SKU-4006,Paseo Facial Tissue 250 Sheets,1,16500.0,16500.0,0.0,False,NONE
TRX-20260901-000030-004,TRX-20260901-000030,4,SKU-4004,Sikat Gigi Formula Double Action 3s,5,15500.0,77500.0,0.0,False,NONE
TRX-20260901-000030-005,TRX-20260901-000030,5,SKU-5005,Baygon Obat Nyamuk Semprot 600ml,5,42000.0,210000.0,0.0,False,NONE
TRX-20260901-000030-006,TRX-20260901-000030,6,SKU-3009,Oreo Original Roll 133g,1,11000.0,11000.0,0.0,False,TYPO_SKU
TRX-20260901-000030-007,TRX-20260901-000030,7,SKU-2001,Telur Ayam Negeri 1kg,1,31000.0,31000.0,0.0,False,NONE
TRX-20260901-000030-008,TRX-20260901-000030,8,SKU-1008,Indomie Goreng Spesial 85g,1,3500.0,3500.0,0.0,False,NONE
TRX-20260901-000030-009,TRX-20260901-000030,9,SKU-3001,Air Mineral Aqua 600ml,2,4000.0,8000.0,0.0,False,NONE
TRX-20260901-000030-010,TRX-20260901-000030,10,SKU-5003,Sabun Cuci Piring Sunlight 650ml,2,15500.0,31000.0,0.0,False,NONE
